Tiempo[ms] �?Z[Ω] Z0[Ω] 
74.141 0.398477 29.0207 
74.142 0.393568 29.0272 
74.143 0.388659 29.0338 
74.144 0.383751 29.0403 
74.145 0.378842 29.0469 
74.146 0.373933 29.0534 
74.147 0.369024 29.0599 
74.148 0.364116 29.0665 
74.149 0.359207 29.073 
74.15 0.354298 29.0796 
74.151 0.349389 29.0861 
74.152 0.345154 29.0861 
74.153 0.344096 29.0861 
74.154 0.348331 29.0861 
74.155 0.356801 29.0861 
74.156 0.366329 29.0501 
74.157 0.374799 29.0501 
74.158 0.384328 29.0501 
74.159 0.394916 29.0501 
74.16 0.401268 29.0501 
74.161 0.3966 29.0534 
74.162 0.391932 29.0567 
74.163 0.387264 29.0599 
74.164 0.382596 29.0632 
74.165 0.377928 29.0665 
74.166 0.373259 29.0698 
74.167 0.368591 29.073 
74.168 0.363923 29.0763 
74.169 0.359255 29.0796 
74.17 0.354587 29.0829 
74.171 0.349919 29.0861 
74.172 0.347801 29.0861 
74.173 0.345684 29.0861 
74.174 0.348331 29.0861 
74.175 0.35733 29.0501 
74.176 0.367918 29.0501 
74.177 0.376388 29.0501 
74.178 0.385916 29.0501 
74.179 0.398621 29.0141 
74.18 0.407091 29.0501 
74.181 0.409738 29.0501 
74.182 0.411856 29.0141 
74.183 0.413444 29.0141 
74.184 0.409209 29.0501 
74.185 0.399151 29.0501 
74.186 0.388034 29.0501 
74.187 0.380093 29.0861 
74.188 0.371094 29.0861 
74.189 0.359447 29.0861 
74.19 0.350977 29.0861 
74.191 0.356608 29.0796 
74.192 0.362239 29.073 
74.193 0.367869 29.0665 
74.194 0.3735 29.0599 
74.195 0.379131 29.0534 
74.196 0.384761 29.0469 
74.197 0.390392 29.0403 
74.198 0.396023 29.0338 
74.199 0.401653 29.0272 
74.2 0.407284 29.0207 
74.201 0.412915 29.0141 
74.202 0.415032 29.0141 
74.203 0.413444 29.0141 
74.204 0.40868 29.0501 
74.205 0.398621 29.0501 
74.206 0.384858 29.0861 
74.207 0.37427 29.0861 
74.208 0.365271 29.0861 
74.209 0.354154 29.0861 
74.21 0.346213 29.0861 
74.211 0.344096 29.0861 
74.212 0.343566 29.0861 
74.213 0.343566 29.0861 
74.214 0.345684 29.0861 
74.215 0.352566 29.0861 
74.216 0.364741 29.0501 
74.217 0.376917 29.0501 
74.218 0.386975 29.0501 
74.219 0.397563 29.0501 
74.22 0.407621 29.0141 
74.221 0.401653 29.0207 
74.222 0.395686 29.0272 
74.223 0.389718 29.0338 
74.224 0.383751 29.0403 
74.225 0.377783 29.0469 
74.226 0.371816 29.0534 
74.227 0.365848 29.0599 
74.228 0.359881 29.0665 
74.229 0.353913 29.073 
74.23 0.347946 29.0796 
74.231 0.341978 29.0861 
74.232 0.338272 29.0861 
74.233 0.339331 29.0861 
74.234 0.344096 29.0861 
74.235 0.351507 29.0861 
74.236 0.360506 29.0501 
74.237 0.370035 29.0501 
74.238 0.379564 29.0501 
74.239 0.387504 29.0501 
74.24 0.394386 29.0501 
74.241 0.403386 29.0141 
74.242 0.410797 29.0141 
74.243 0.409738 29.0501 
74.244 0.401268 29.0501 
74.245 0.39121 29.0501 
74.246 0.381681 29.0861 
74.247 0.370564 29.0861 
74.248 0.358389 29.0861 
74.249 0.347801 29.0861 
74.25 0.343566 29.0861 
74.251 0.348331 29.0829 
74.252 0.353095 29.0796 
74.253 0.357859 29.0763 
74.254 0.362624 29.073 
74.255 0.367388 29.0698 
74.256 0.372153 29.0665 
74.257 0.376917 29.0632 
74.258 0.381681 29.0599 
74.259 0.386446 29.0567 
74.26 0.39121 29.0534 
74.261 0.395975 29.0501 
74.262 0.39968 29.0501 
74.263 0.401268 29.0501 
74.264 0.395975 29.0501 
74.265 0.385916 29.0861 
74.266 0.377446 29.0861 
74.267 0.370035 29.0861 
74.268 0.359447 29.0861 
74.269 0.347801 29.0861 
74.27 0.341449 29.0861 
74.271 0.34039 29.0861 
74.272 0.338802 29.0861 
74.273 0.337214 29.0861 
74.274 0.341449 29.0861 
74.275 0.351507 29.0861 
74.276 0.361036 29.0861 
74.277 0.368447 29.0501 
74.278 0.376388 29.0501 
74.279 0.385387 29.0501 
74.28 0.392269 29.0501 
74.281 0.387408 29.0534 
74.282 0.382548 29.0567 
74.283 0.377687 29.0599 
74.284 0.372826 29.0632 
74.285 0.367966 29.0665 
74.286 0.363105 29.0698 
74.287 0.358244 29.073 
74.288 0.353384 29.0763 
74.289 0.348523 29.0796 
74.29 0.343662 29.0829 
74.291 0.338802 29.0861 
74.292 0.34039 29.0861 
74.293 0.342507 29.0861 
74.294 0.346213 29.0861 
74.295 0.354683 29.0861 
74.296 0.365271 29.0501 
74.297 0.373211 29.0501 
74.298 0.381152 29.0501 
74.299 0.389622 29.0501 
74.3 0.398092 29.0501 
74.301 0.392173 29.0567 
74.302 0.386253 29.0632 
74.303 0.380334 29.0698 
74.304 0.374414 29.0763 
74.305 0.368495 29.0829 
74.306 0.362576 29.0894 
74.307 0.356656 29.0959 
74.308 0.350737 29.1025 
74.309 0.344817 29.109 
74.31 0.338898 29.1156 
74.311 0.332979 29.1221 
74.312 0.33192 29.1221 
74.313 0.333508 29.0861 
74.314 0.337743 29.0861 
74.315 0.345684 29.0861 
74.316 0.356801 29.0861 
74.317 0.367388 29.0501 
74.318 0.376917 29.0501 
74.319 0.385387 29.0501 
74.32 0.392798 29.0501 
74.321 0.399151 29.0501 
74.322 0.401268 29.0501 
74.323 0.398092 29.0501 
74.324 0.39121 29.0501 
74.325 0.383799 29.0861 
74.326 0.37427 29.0861 
74.327 0.363682 29.0861 
74.328 0.352566 29.0861 
74.329 0.344096 29.0861 
74.33 0.339331 29.0861 
74.331 0.344817 29.0829 
74.332 0.350304 29.0796 
74.333 0.35579 29.0763 
74.334 0.361276 29.073 
74.335 0.366762 29.0698 
74.336 0.372249 29.0665 
74.337 0.377735 29.0632 
74.338 0.383221 29.0599 
74.339 0.388708 29.0567 
74.34 0.394194 29.0534 
74.341 0.39968 29.0501 
74.342 0.403915 29.0501 
74.343 0.402327 29.0501 
74.344 0.393328 29.0501 
74.345 0.382211 29.0861 
74.346 0.372682 29.0861 
74.347 0.363153 29.0861 
74.348 0.352036 29.0861 
74.349 0.342507 29.0861 
74.35 0.339331 29.0861 
74.351 0.338272 29.0861 
74.352 0.335625 29.1221 
74.353 0.335625 29.0861 
74.354 0.341978 29.0861 
74.355 0.350977 29.0861 
74.356 0.358389 29.0861 
74.357 0.3658 29.0501 
74.358 0.378505 29.0501 
74.359 0.39121 29.0501 
74.36 0.395975 29.0501 
74.3619 0.395686 29.0501 
74.3638 0.395397 29.0501 
74.3657 0.395108 29.0501 
74.3676 0.39482 29.0501 
74.3695 0.394531 29.0501 
74.3715 0.394242 29.0501 
74.3734 0.393953 29.0501 
74.3753 0.393665 29.0501 
74.3772 0.393376 29.0501 
74.3791 0.393087 29.0501 
74.381 0.392798 29.0501 
74.372 0.33192 29.1221 
74.373 0.33139 29.0861 
74.374 0.337214 29.0861 
74.375 0.346742 29.0861 
74.376 0.356801 29.0861 
74.377 0.364212 29.0501 
74.378 0.374799 29.0501 
74.379 0.385387 29.0501 
74.38 0.39121 29.0501 
74.381 0.392798 29.0501 
74.382 0.392798 29.0501 
74.383 0.39174 29.0501 
74.384 0.386446 29.0861 
74.385 0.375329 29.0861 
74.386 0.363153 29.0861 
74.387 0.353624 29.0861 
74.388 0.346213 29.0861 
74.389 0.338802 29.1221 
74.39 0.332449 29.1221 
74.391 0.337887 29.1156 
74.392 0.343326 29.109 
74.393 0.348764 29.1025 
74.394 0.354202 29.0959 
74.395 0.35964 29.0894 
74.396 0.365078 29.0829 
74.397 0.370516 29.0763 
74.398 0.375954 29.0698 
74.399 0.381393 29.0632 
74.4 0.386831 29.0567 
74.401 0.392269 29.0501 
74.402 0.39174 29.0501 
74.403 0.387504 29.0501 
74.404 0.380623 29.0861 
74.405 0.371094 29.0861 
74.406 0.359977 29.0861 
74.407 0.349389 29.0861 
74.408 0.33986 29.1221 
74.409 0.332449 29.1221 
74.41 0.326626 29.1221 
74.411 0.322391 29.1221 
74.412 0.32292 29.1221 
74.413 0.327155 29.1221 
74.414 0.332979 29.0861 
74.415 0.33986 29.0861 
74.416 0.349389 29.0861 
74.417 0.359977 29.0501 
74.418 0.372682 29.0501 
74.419 0.381681 29.0501 
74.42 0.386446 29.0501 
74.421 0.380719 29.0567 
74.422 0.374992 29.0632 
74.423 0.369265 29.0698 
74.424 0.363538 29.0763 
74.425 0.357811 29.0829 
74.426 0.352084 29.0894 
74.427 0.346357 29.0959 
74.428 0.34063 29.1025 
74.429 0.334904 29.109 
74.43 0.329177 29.1156 
74.431 0.32345 29.1221 
74.432 0.321862 29.1221 
74.433 0.325038 29.0861 
74.434 0.332979 29.0861 
74.435 0.34039 29.0861 
74.436 0.346742 29.0861 
74.437 0.355742 29.0501 
74.438 0.368976 29.0501 
74.439 0.377976 29.0501 
74.44 0.382211 29.0501 
74.441 0.376917 29.0567 
74.442 0.371623 29.0632 
74.443 0.366329 29.0698 
74.444 0.361036 29.0763 
74.445 0.355742 29.0829 
74.446 0.350448 29.0894 
74.447 0.345154 29.0959 
74.448 0.33986 29.1025 
74.449 0.334567 29.109 
74.45 0.329273 29.1156 
74.451 0.323979 29.1221 
74.452 0.321332 29.1221 
74.453 0.321862 29.1221 
74.454 0.329273 29.0861 
74.455 0.33986 29.0861 
74.456 0.348331 29.0861 
74.457 0.356801 29.0861 
74.458 0.369506 29.0501 
74.459 0.380093 29.0501 
74.46 0.38274 29.0501 
74.461 0.383799 29.0501 
74.462 0.384858 29.0501 
74.463 0.383269 29.0501 
74.464 0.37427 29.0861 
74.465 0.361565 29.0861 
74.466 0.351507 29.0861 
74.467 0.343566 29.1221 
74.468 0.333508 29.1221 
74.469 0.325038 29.1221 
74.47 0.321862 29.1221 
74.471 0.327733 29.1156 
74.472 0.333604 29.109 
74.473 0.339475 29.1025 
74.474 0.345347 29.0959 
74.475 0.351218 29.0894 
74.476 0.357089 29.0829 
74.477 0.362961 29.0763 
74.478 0.368832 29.0698 
74.479 0.374703 29.0632 
74.48 0.380574 29.0567 
74.481 0.386446 29.0501 
74.482 0.383269 29.0501 
74.483 0.377976 29.0861 
74.484 0.370035 29.0861 
74.485 0.358918 29.0861 
74.486 0.347801 29.0861 
74.487 0.338802 29.1221 
74.488 0.33139 29.1221 
74.489 0.326097 29.1221 
74.49 0.321332 29.1221 
74.491 0.317627 29.1221 
74.492 0.317627 29.1221 
74.493 0.319744 29.1221 
74.494 0.324509 29.0861 
74.495 0.333508 29.0861 
74.496 0.344625 29.0861 
74.497 0.354154 29.0861 
74.498 0.363682 29.0501 
74.499 0.372153 29.0501 
74.5 0.377976 29.0501 
74.501 0.371671 29.0567 
74.502 0.365367 29.0632 
74.503 0.359062 29.0698 
74.504 0.352758 29.0763 
74.505 0.346454 29.0829 
74.506 0.340149 29.0894 
74.507 0.333845 29.0959 
74.508 0.32754 29.1025 
74.509 0.321236 29.109 
74.51 0.314932 29.1156 
74.511 0.308627 29.1221 
74.512 0.30651 29.1221 
74.513 0.310215 29.1221 
74.514 0.318156 29.1221 
74.515 0.326626 29.0861 
74.516 0.336155 29.0861 
74.517 0.347801 29.0861 
74.518 0.360506 29.0861 
74.519 0.367918 29.0861 
74.52 0.371094 29.0861 
74.521 0.37427 29.0501 
74.522 0.374799 29.0861 
74.523 0.369506 29.0861 
74.524 0.358918 29.0861 
74.525 0.34886 29.0861 
74.526 0.339331 29.1221 
74.527 0.328744 29.1221 
74.528 0.317627 29.1221 
74.529 0.311274 29.1221 
74.53 0.309157 29.1221 
74.531 0.31445 29.1189 
74.532 0.319744 29.1156 
74.533 0.325038 29.1123 
74.534 0.330332 29.109 
74.535 0.335625 29.1058 
74.536 0.340919 29.1025 
74.537 0.346213 29.0992 
74.538 0.351507 29.0959 
74.539 0.356801 29.0927 
74.54 0.362094 29.0894 
74.541 0.367388 29.0861 
74.542 0.367918 29.0861 
74.543 0.363682 29.0861 
74.544 0.353624 29.0861 
74.545 0.343037 29.0861 
74.546 0.336684 29.1221 
74.547 0.329273 29.1221 
74.548 0.319215 29.1221 
74.549 0.311274 29.1221 
74.55 0.307568 29.1221 
74.551 0.313055 29.1189 
74.552 0.318541 29.1156 
74.553 0.324027 29.1123 
74.554 0.329514 29.109 
74.555 0.335 29.1058 
74.556 0.340486 29.1025 
74.557 0.345972 29.0992 
74.558 0.351459 29.0959 
74.559 0.356945 29.0927 
74.56 0.362431 29.0894 
74.561 0.367918 29.0861 
74.562 0.3658 29.0861 
74.563 0.361565 29.0861 
74.564 0.353095 29.0861 
74.565 0.341449 29.1221 
74.566 0.330861 29.1221 
74.567 0.322391 29.1221 
74.568 0.312333 29.1221 
74.569 0.304392 29.1221 
74.57 0.299628 29.1581 
74.571 0.29751 29.1581 
74.572 0.29751 29.1221 
74.573 0.299628 29.1221 
74.574 0.30598 29.1221 
74.575 0.316038 29.1221 
74.576 0.326097 29.1221 
74.577 0.335625 29.0861 
74.578 0.346742 29.0861 
74.579 0.355742 29.0861 
74.58 0.362094 29.0861 
74.581 0.355838 29.0927 
74.582 0.349582 29.0992 
74.583 0.343326 29.1058 
74.584 0.337069 29.1123 
74.585 0.330813 29.1189 
74.586 0.324557 29.1254 
74.587 0.3183 29.1319 
74.588 0.312044 29.1385 
74.589 0.305788 29.145 
74.59 0.299532 29.1516 
74.591 0.293275 29.1581 
74.592 0.294334 29.1221 
74.593 0.299628 29.1221 
74.594 0.307568 29.1221 
74.595 0.317097 29.1221 
74.596 0.327685 29.0861 
74.597 0.339331 29.0861 
74.598 0.349919 29.0861 
74.599 0.356271 29.0861 
74.6 0.361036 29.0861 
74.601 0.365271 29.0861 
74.602 0.364212 29.0861 
74.603 0.35733 29.0861 
74.604 0.347272 29.1221 
74.605 0.338272 29.1221 
74.606 0.328214 29.1221 
74.607 0.317627 29.1221 
74.608 0.309686 29.1221 
74.609 0.305451 29.1221 
74.61 0.303333 29.1581 
74.611 0.308964 29.1516 
74.612 0.314595 29.145 
74.613 0.320225 29.1385 
74.614 0.325856 29.1319 
74.615 0.331487 29.1254 
74.616 0.337117 29.1189 
74.617 0.342748 29.1123 
74.618 0.348379 29.1058 
74.619 0.354009 29.0992 
74.62 0.35964 29.0927 
74.621 0.365271 29.0861 
74.622 0.365271 29.0861 
74.623 0.358918 29.0861 
74.624 0.347801 29.1221 
74.625 0.337743 29.1221 
74.626 0.330861 29.1221 
74.627 0.321862 29.1221 
74.628 0.311803 29.1221 
74.629 0.304392 29.1221 
74.63 0.300157 29.1581 
74.631 0.29751 29.1581 
74.632 0.296981 29.1221 
74.633 0.302804 29.1221 
74.634 0.31445 29.1221 
74.635 0.326097 29.1221 
74.636 0.334567 29.0861 
74.637 0.346213 29.0861 
74.638 0.360506 29.0861 
74.639 0.368976 29.0861 
74.64 0.372682 29.0861 
74.6419 0.374174 29.0829 
74.6438 0.375666 29.0796 
74.6457 0.377158 29.0763 
74.6476 0.378649 29.073 
74.6495 0.380141 29.0698 
74.6515 0.381633 29.0665 
74.6534 0.383125 29.0632 
74.6553 0.384617 29.0599 
74.6572 0.386109 29.0567 
74.6591 0.387601 29.0534 
74.661 0.389093 29.0501 
74.652 0.313921 29.1221 
74.653 0.318685 29.1221 
74.654 0.328214 29.0861 
74.655 0.33986 29.0861 
74.656 0.349919 29.0861 
74.657 0.360506 29.0861 
74.658 0.372153 29.0501 
74.659 0.381681 29.0501 
74.66 0.387504 29.0501 
74.661 0.389093 29.0501 
74.662 0.386975 29.0501 
74.663 0.382211 29.0861 
74.664 0.373211 29.0861 
74.665 0.362094 29.0861 
74.666 0.352566 29.0861 
74.667 0.345684 29.0861 
74.668 0.33986 29.0861 
74.669 0.334037 29.1221 
74.67 0.33139 29.1221 
74.671 0.338369 29.1156 
74.672 0.345347 29.109 
74.673 0.352325 29.1025 
74.674 0.359303 29.0959 
74.675 0.366281 29.0894 
74.676 0.373259 29.0829 
74.677 0.380238 29.0763 
74.678 0.387216 29.0698 
74.679 0.394194 29.0632 
74.68 0.401172 29.0567 
74.681 0.40815 29.0501 
74.682 0.405503 29.0501 
74.683 0.398621 29.0501 
74.684 0.390151 29.0501 
74.685 0.380093 29.0861 
74.686 0.369506 29.0861 
74.687 0.358389 29.0861 
74.688 0.351507 29.0861 
74.689 0.349919 29.0861 
74.69 0.347801 29.0861 
74.691 0.345684 29.0861 
74.692 0.348331 29.0861 
74.693 0.355742 29.0861 
74.694 0.364741 29.0501 
74.695 0.374799 29.0501 
74.696 0.384858 29.0501 
74.697 0.395975 29.0501 
74.698 0.404445 29.0141 
74.699 0.409209 29.0141 
74.7 0.414503 29.0141 
74.701 0.409353 29.0207 
74.702 0.404204 29.0272 
74.703 0.399055 29.0338 
74.704 0.393905 29.0403 
74.705 0.388756 29.0469 
74.706 0.383606 29.0534 
74.707 0.378457 29.0599 
74.708 0.373308 29.0665 
74.709 0.368158 29.073 
74.71 0.363009 29.0796 
74.711 0.357859 29.0861 
74.712 0.358918 29.0861 
74.713 0.366859 29.0501 
74.714 0.377446 29.0501 
74.715 0.386446 29.0501 
74.716 0.394916 29.0501 
74.717 0.407621 29.0141 
74.718 0.420855 29.0141 
74.719 0.426149 29.0141 
74.72 0.427208 29.0141 
74.721 0.42201 29.0207 
74.722 0.416813 29.0272 
74.723 0.411615 29.0338 
74.724 0.406418 29.0403 
74.725 0.40122 29.0469 
74.726 0.396023 29.0534 
74.727 0.390825 29.0599 
74.728 0.385628 29.0665 
74.729 0.38043 29.073 
74.73 0.375233 29.0796 
74.731 0.370035 29.0861 
74.732 0.368447 29.0501 
74.733 0.373211 29.0501 
74.734 0.383799 29.0501 
74.735 0.394386 29.0501 
74.736 0.402856 29.0141 
74.737 0.414503 29.0141 
74.738 0.428267 29.0141 
74.739 0.436207 29.0141 
74.74 0.438854 29.0141 
74.741 0.438854 29.0141 
74.742 0.436207 29.0141 
74.743 0.429325 29.0141 
74.744 0.41715 29.0501 
74.745 0.404445 29.0501 
74.746 0.395445 29.0501 
74.747 0.388563 29.0501 
74.748 0.382211 29.0501 
74.749 0.376917 29.0501 
74.75 0.373211 29.0501 
74.751 0.379131 29.0469 
74.752 0.38505 29.0436 
74.753 0.390969 29.0403 
74.754 0.396889 29.037 
74.755 0.402808 29.0338 
74.756 0.408728 29.0305 
74.757 0.414647 29.0272 
74.758 0.420567 29.024 
74.759 0.426486 29.0207 
74.76 0.432405 29.0174 
74.761 0.438325 29.0141 
74.762 0.435678 29.0141 
74.763 0.430384 29.0141 
74.764 0.421914 29.0501 
74.765 0.409738 29.0501 
74.766 0.398621 29.0501 
74.767 0.389093 29.0501 
74.768 0.38274 29.0501 
74.769 0.377976 29.0501 
74.77 0.372153 29.0861 
74.771 0.368447 29.0861 
74.772 0.370035 29.0501 
74.773 0.375858 29.0501 
74.774 0.383269 29.0501 
74.775 0.392798 29.0501 
74.776 0.403386 29.0141 
74.777 0.416091 29.0141 
74.778 0.42562 29.0141 
74.779 0.430913 29.0141 
74.78 0.435678 29.0141 
74.781 0.429614 29.0207 
74.782 0.42355 29.0272 
74.783 0.417487 29.0338 
74.784 0.411423 29.0403 
74.785 0.405359 29.0469 
74.786 0.399295 29.0534 
74.787 0.393231 29.0599 
74.788 0.387168 29.0665 
74.789 0.381104 29.073 
74.79 0.37504 29.0796 
74.791 0.368976 29.0861 
74.792 0.370035 29.0501 
74.793 0.377976 29.0501 
74.794 0.386446 29.0501 
74.795 0.393857 29.0501 
74.796 0.402856 29.0141 
74.797 0.41662 29.0141 
74.798 0.427208 29.0141 
74.799 0.430913 29.0141 
74.8 0.43356 29.0141 
74.801 0.434619 29.0141 
74.802 0.431443 29.0141 
74.803 0.421914 29.0501 
74.804 0.410797 29.0501 
74.805 0.401798 29.0501 
74.806 0.392798 29.0501 
74.807 0.381152 29.0861 
74.808 0.373211 29.0501 
74.809 0.371094 29.0861 
74.81 0.366859 29.0861 
74.811 0.372393 29.0796 
74.812 0.377928 29.073 
74.813 0.383462 29.0665 
74.814 0.388996 29.0599 
74.815 0.394531 29.0534 
74.816 0.400065 29.0469 
74.817 0.4056 29.0403 
74.818 0.411134 29.0338 
74.819 0.416668 29.0272 
74.82 0.422203 29.0207 
74.821 0.427737 29.0141 
74.822 0.42562 29.0141 
74.823 0.417679 29.0501 
74.824 0.406033 29.0501 
74.825 0.394916 29.0501 
74.826 0.386446 29.0501 
74.827 0.376917 29.0861 
74.828 0.368976 29.0861 
74.829 0.3658 29.0861 
74.83 0.364741 29.0861 
74.831 0.36965 29.0796 
74.832 0.374559 29.073 
74.833 0.379468 29.0665 
74.834 0.384376 29.0599 
74.835 0.389285 29.0534 
74.836 0.394194 29.0469 
74.837 0.399103 29.0403 
74.838 0.404011 29.0338 
74.839 0.40892 29.0272 
74.84 0.413829 29.0207 
74.841 0.418738 29.0141 
74.842 0.415032 29.0501 
74.843 0.40815 29.0501 
74.844 0.397033 29.0501 
74.845 0.385916 29.0501 
74.846 0.376388 29.0861 
74.847 0.367918 29.0861 
74.848 0.362624 29.0861 
74.849 0.359977 29.0861 
74.85 0.358389 29.0861 
74.851 0.359447 29.0861 
74.852 0.362094 29.0861 
74.853 0.367918 29.0501 
74.854 0.375858 29.0501 
74.855 0.385387 29.0501 
74.856 0.392798 29.0501 
74.857 0.399151 29.0501 
74.858 0.405503 29.0141 
74.859 0.410797 29.0141 
74.86 0.415561 29.0141 
74.861 0.409594 29.0207 
74.862 0.403626 29.0272 
74.863 0.397659 29.0338 
74.864 0.391691 29.0403 
74.865 0.385724 29.0469 
74.866 0.379756 29.0534 
74.867 0.373789 29.0599 
74.868 0.367821 29.0665 
74.869 0.361854 29.073 
74.87 0.355886 29.0796 
74.871 0.349919 29.0861 
74.872 0.353095 29.0861 
74.873 0.359977 29.0861 
74.874 0.367918 29.0501 
74.875 0.376917 29.0501 
74.876 0.388034 29.0501 
74.877 0.398621 29.0501 
74.878 0.404974 29.0141 
74.879 0.409209 29.0141 
74.88 0.413973 29.0141 
74.881 0.414503 29.0501 
74.882 0.40815 29.0501 
74.883 0.397563 29.0501 
74.884 0.388034 29.0501 
74.885 0.379564 29.0861 
74.886 0.368447 29.0861 
74.887 0.355742 29.0861 
74.888 0.34886 29.0861 
74.889 0.347801 29.0861 
74.89 0.344096 29.0861 
74.891 0.349871 29.0829 
74.892 0.355646 29.0796 
74.893 0.361421 29.0763 
74.894 0.367196 29.073 
74.895 0.372971 29.0698 
74.896 0.378746 29.0665 
74.897 0.384521 29.0632 
74.898 0.390296 29.0599 
74.899 0.396071 29.0567 
74.9 0.401846 29.0534 
74.901 0.407621 29.0501 
74.902 0.403386 29.0501 
74.903 0.393328 29.0501 
74.904 0.383269 29.0861 
74.905 0.375329 29.0861 
74.906 0.3658 29.0861 
74.907 0.353624 29.0861 
74.908 0.346742 29.0861 
74.909 0.345154 29.0861 
74.91 0.345684 29.0861 
74.911 0.344625 29.0861 
74.912 0.346742 29.0861 
74.913 0.354154 29.0861 
74.914 0.364212 29.0501 
74.915 0.372153 29.0501 
74.916 0.381681 29.0501 
74.917 0.392798 29.0501 
74.918 0.401798 29.0501 
74.919 0.406562 29.0501 
74.92 0.407091 29.0501 
74.921 0.400835 29.0534 
74.922 0.394579 29.0567 
74.923 0.388323 29.0599 
74.924 0.382066 29.0632 
74.925 0.37581 29.0665 
74.926 0.369554 29.0698 
74.927 0.363297 29.073 
74.928 0.357041 29.0763 
74.929 0.350785 29.0796 
74.93 0.344529 29.0829 
74.931 0.338272 29.0861 
74.932 0.33986 29.0861 
74.933 0.346742 29.0861 
74.934 0.35733 29.0861 
74.935 0.368976 29.0501 
74.936 0.378505 29.0501 
74.937 0.386446 29.0501 
74.938 0.393328 29.0501 
74.939 0.39968 29.0501 
74.94 0.401798 29.0501 
74.941 0.399151 29.0501 
74.942 0.393857 29.0501 
74.943 0.386446 29.0501 
74.944 0.375858 29.0861 
74.945 0.365271 29.0861 
74.946 0.355212 29.0861 
74.947 0.347801 29.0861 
74.948 0.344625 29.0861 
74.949 0.341449 29.1221 
74.95 0.336684 29.0861 
74.951 0.3427 29.0829 
74.952 0.348716 29.0796 
74.953 0.354731 29.0763 
74.954 0.360747 29.073 
74.955 0.366762 29.0698 
74.956 0.372778 29.0665 
74.957 0.378794 29.0632 
74.958 0.384809 29.0599 
74.959 0.390825 29.0567 
74.96 0.396841 29.0534 
74.961 0.402856 29.0501 
74.962 0.395445 29.0501 
74.963 0.386446 29.0501 
74.964 0.379034 29.0861 
74.965 0.370564 29.0861 
74.966 0.359447 29.0861 
74.967 0.350977 29.0861 
74.968 0.349389 29.0861 
74.969 0.348331 29.0861 
74.97 0.344625 29.0861 
74.971 0.343566 29.0861 
74.972 0.348331 29.0861 
74.973 0.356271 29.0861 
74.974 0.363682 29.0501 
74.975 0.371623 29.0501 
74.976 0.381681 29.0501 
74.977 0.392798 29.0501 
74.978 0.399151 29.0501 
74.979 0.402856 29.0501 
74.98 0.405503 29.0501 
74.981 0.39968 29.0534 
74.982 0.393857 29.0567 
74.983 0.388034 29.0599 
74.984 0.382211 29.0632 
74.985 0.376388 29.0665 
74.986 0.370564 29.0698 
74.987 0.364741 29.073 
74.988 0.358918 29.0763 
74.989 0.353095 29.0796 
74.99 0.347272 29.0829 
74.991 0.341449 29.0861 
74.992 0.345684 29.0861 
74.993 0.355742 29.0861 
74.994 0.364741 29.0861 
74.995 0.371094 29.0501 
74.996 0.378505 29.0501 
74.997 0.389622 29.0501 
74.998 0.399151 29.0501 
74.999 0.403386 29.0501 
75 0.404974 29.0501 
75.001 0.399103 29.0534 
75.002 0.393231 29.0567 
75.003 0.38736 29.0599 
75.004 0.381489 29.0632 
75.005 0.375618 29.0665 
75.006 0.369746 29.0698 
75.007 0.363875 29.073 
75.008 0.358004 29.0763 
75.009 0.352132 29.0796 
75.01 0.346261 29.0829 
75.011 0.34039 29.0861 
75.012 0.343566 29.0861 
75.013 0.352566 29.0861 
75.014 0.363682 29.0501 
75.015 0.372682 29.0501 
75.016 0.381152 29.0501 
75.017 0.390151 29.0501 
75.018 0.398621 29.0501 
75.019 0.403386 29.0501 
75.02 0.403386 29.0501 
75.021 0.399151 29.0501 
75.022 0.393328 29.0501 
75.023 0.384328 29.0861 
75.024 0.372682 29.0861 
75.025 0.363682 29.0861 
75.026 0.355742 29.0861 
75.027 0.347801 29.0861 
75.028 0.341978 29.0861 
75.029 0.33986 29.0861 
75.03 0.34039 29.0861 
75.031 0.345828 29.0829 
75.032 0.351266 29.0796 
75.033 0.356704 29.0763 
75.034 0.362142 29.073 
75.035 0.367581 29.0698 
75.036 0.373019 29.0665 
75.037 0.378457 29.0632 
75.038 0.383895 29.0599 
75.039 0.389333 29.0567 
75.04 0.394771 29.0534 
75.041 0.40021 29.0501 
75.042 0.39121 29.0501 
75.043 0.381681 29.0861 
75.044 0.371623 29.0861 
75.045 0.361036 29.0861 
75.046 0.349389 29.0861 
75.047 0.341449 29.0861 
75.048 0.338272 29.0861 
75.049 0.334567 29.1221 
75.05 0.330861 29.1221 
75.051 0.33192 29.0861 
75.052 0.338272 29.0861 
75.053 0.346742 29.0861 
75.054 0.356271 29.0861 
75.055 0.366859 29.0501 
75.056 0.379564 29.0501 
75.057 0.389622 29.0501 
75.058 0.395445 29.0501 
75.059 0.39968 29.0501 
75.06 0.401798 29.0501 
75.061 0.395205 29.0534 
75.062 0.388611 29.0567 
75.063 0.382018 29.0599 
75.064 0.375425 29.0632 
75.065 0.368832 29.0665 
75.066 0.362239 29.0698 
75.067 0.355646 29.073 
75.068 0.349052 29.0763 
75.069 0.342459 29.0796 
75.07 0.335866 29.0829 
75.071 0.329273 29.0861 
75.072 0.337214 29.0861 
